user_id,deal_id,interaction,joinedAt
user_00010,deal_00002,1.0,2026-01-06T13:16:51Z
user_00010,deal_00255,1.0,2026-03-20T05:16:51Z
user_00010,deal_00062,1.0,2025-12-29T20:16:51Z
user_00010,deal_00014,1.0,2026-04-03T11:16:51Z
user_00010,deal_00218,1.0,2025-12-15T12:16:51Z
user_00011,deal_00267,1.0,2026-03-28T07:16:51Z
user_00011,deal_00038,1.0,2026-03-05T20:16:51Z
user_00011,deal_00278,1.0,2026-03-29T00:16:51Z
user_00011,deal_00002,1.0,2026-03-25T22:16:51Z
user_00011,deal_00233,1.0,2025-12-14T03:16:51Z
user_00011,deal_00222,1.0,2025-12-25T03:16:51Z
user_00011,deal_00186,1.0,2026-02-21T10:16:51Z
user_00011,deal_00051,1.0,2026-01-22T22:16:51Z
user_00011,deal_00060,1.0,2026-04-02T01:16:51Z
user_00011,deal_00260,1.0,2026-03-09T03:16:51Z
user_00011,deal_00080,1.0,2026-01-21T03:16:51Z
user_00011,deal_00255,1.0,2025-12-29T17:16:51Z
user_00011,deal_00147,1.0,2026-03-02T22:16:51Z
user_00011,deal_00030,1.0,2026-02-14T18:16:51Z
user_00011,deal_00215,1.0,2026-01-30T06:16:51Z
user_00012,deal_00010,1.0,2026-02-27T10:16:51Z
user_00012,deal_00090,1.0,2026-03-29T05:16:51Z
user_00012,deal_00155,1.0,2025-12-09T20:16:51Z
user_00012,deal_00179,1.0,2026-02-09T14:16:51Z
user_00012,deal_00003,1.0,2025-12-10T01:16:51Z
user_00012,deal_00230,1.0,2026-02-03T13:16:51Z
user_00012,deal_00214,1.0,2026-03-23T18:16:51Z
user_00012,deal_00252,1.0,2026-03-21T20:16:51Z
user_00012,deal_00198,1.0,2026-03-16T16:16:51Z
user_00012,deal_00209,1.0,2025-12-20T00:16:51Z
user_00012,deal_00139,1.0,2026-03-24T18:16:51Z
user_00012,deal_00297,1.0,2026-01-21T11:16:51Z
user_00012,deal_00009,1.0,2026-02-06T15:16:51Z
user_00012,deal_00290,1.0,2026-03-18T05:16:51Z
user_00012,deal_00293,1.0,2026-02-25T04:16:51Z
user_00012,deal_00089,1.0,2025-12-16T02:16:51Z
user_00013,deal_00067,1.0,2026-02-05T03:16:51Z
user_00013,deal_00282,1.0,2026-02-03T04:16:51Z
user_00013,deal_00041,1.0,2025-12-15T09:16:51Z
user_00013,deal_00206,1.0,2026-03-23T07:16:51Z
user_00013,deal_00027,1.0,2025-12-20T15:16:51Z
user_00013,deal_00031,1.0,2026-02-23T14:16:51Z
user_00013,deal_00146,1.0,2026-01-03T17:16:51Z
user_00013,deal_00114,1.0,2026-03-29T06:16:51Z
user_00013,deal_00042,1.0,2025-12-18T02:16:51Z
user_00013,deal_00129,1.0,2026-03-16T10:16:51Z
user_00013,deal_00212,1.0,2026-01-02T05:16:51Z
user_00014,deal_00083,1.0,2026-03-06T08:16:51Z
user_00014,deal_00299,1.0,2026-03-09T00:16:51Z
user_00014,deal_00037,1.0,2026-02-14T15:16:51Z
user_00014,deal_00122,1.0,2026-01-12T16:16:51Z
user_00014,deal_00134,1.0,2026-03-23T18:16:51Z
user_00014,deal_00211,1.0,2026-01-18T04:16:51Z
user_00014,deal_00075,1.0,2025-12-07T10:16:51Z
user_00014,deal_00135,1.0,2026-04-01T10:16:51Z
user_00014,deal_00240,1.0,2026-03-08T16:16:51Z
user_00014,deal_00061,1.0,2026-02-06T08:16:51Z
user_00014,deal_00023,1.0,2026-03-23T02:16:51Z
user_00014,deal_00261,1.0,2026-03-19T11:16:51Z
user_00015,deal_00255,1.0,2026-02-27T00:16:51Z
user_00015,deal_00087,1.0,2026-03-16T23:16:51Z
user_00015,deal_00002,1.0,2026-03-08T16:16:51Z
user_00015,deal_00218,1.0,2025-12-10T20:16:51Z
user_00015,deal_00038,1.0,2026-03-02T16:16:51Z
user_00015,deal_00051,1.0,2025-12-21T19:16:51Z
user_00015,deal_00044,1.0,2025-12-23T12:16:51Z
user_00015,deal_00079,1.0,2026-02-13T14:16:51Z
user_00015,deal_00260,1.0,2026-02-16T21:16:51Z
user_00015,deal_00007,1.0,2026-01-23T21:16:51Z
user_00015,deal_00186,1.0,2026-02-17T18:16:51Z
user_00015,deal_00062,1.0,2026-01-29T02:16:51Z
user_00015,deal_00084,1.0,2026-02-13T04:16:51Z
user_00015,deal_00112,1.0,2026-03-11T12:16:51Z
user_00015,deal_00163,1.0,2026-02-21T17:16:51Z
user_00015,deal_00014,1.0,2026-03-06T12:16:51Z
user_00016,deal_00137,1.0,2026-01-18T02:16:51Z
user_00016,deal_00233,1.0,2025-12-20T13:16:51Z
user_00016,deal_00300,1.0,2026-01-04T01:16:51Z
user_00016,deal_00278,1.0,2025-12-07T18:16:51Z
user_00016,deal_00028,1.0,2026-03-30T14:16:51Z
user_00016,deal_00186,1.0,2026-01-04T01:16:51Z
user_00016,deal_00057,1.0,2026-01-20T18:16:51Z
user_00016,deal_00254,1.0,2026-03-15T18:16:51Z
user_00016,deal_00259,1.0,2026-03-09T21:16:51Z
user_00016,deal_00007,1.0,2026-01-24T03:16:51Z
user_00016,deal_00291,1.0,2026-03-11T21:16:51Z
user_00016,deal_00044,1.0,2026-03-30T10:16:51Z
user_00016,deal_00255,1.0,2026-03-27T05:16:51Z
user_00016,deal_00224,1.0,2026-01-16T05:16:51Z
user_00016,deal_00080,1.0,2026-03-31T20:16:51Z
user_00016,deal_00229,1.0,2026-02-01T12:16:51Z
user_00016,deal_00228,1.0,2026-02-19T17:16:51Z
user_00016,deal_00033,1.0,2026-03-09T08:16:51Z
user_00017,deal_00025,1.0,2026-03-13T13:16:51Z
user_00017,deal_00068,1.0,2026-02-06T16:16:51Z
user_00017,deal_00239,1.0,2026-01-30T16:16:51Z
user_00017,deal_00064,1.0,2026-02-22T07:16:51Z
user_00017,deal_00063,1.0,2026-01-02T19:16:51Z
user_00017,deal_00191,1.0,2026-01-04T17:16:51Z
user_00017,deal_00155,1.0,2025-12-24T01:16:51Z
user_00017,deal_00029,1.0,2026-03-05T15:16:51Z
user_00017,deal_00244,1.0,2026-01-18T07:16:51Z
user_00017,deal_00235,1.0,2026-02-14T03:16:51Z
user_00017,deal_00214,1.0,2025-12-30T14:16:51Z
user_00017,deal_00145,1.0,2026-02-25T08:16:51Z
user_00017,deal_00125,1.0,2026-03-11T13:16:51Z
user_00018,deal_00034,1.0,2026-01-11T18:16:51Z
user_00018,deal_00088,1.0,2026-03-20T21:16:51Z
user_00018,deal_00230,1.0,2026-03-16T02:16:51Z
user_00018,deal_00168,1.0,2025-12-29T10:16:51Z
user_00019,deal_00181,1.0,2026-01-05T10:16:51Z
user_00019,deal_00286,1.0,2026-02-18T04:16:51Z
user_00019,deal_00234,1.0,2025-12-24T09:16:51Z
user_00019,deal_00189,1.0,2026-01-01T12:16:51Z
user_00019,deal_00199,1.0,2026-03-28T00:16:51Z
user_00019,deal_00099,1.0,2026-02-05T13:16:51Z
user_00019,deal_00005,1.0,2026-02-09T07:16:51Z
user_00019,deal_00049,1.0,2025-12-10T23:16:51Z
user_00020,deal_00056,1.0,2026-01-23T10:16:51Z
user_00020,deal_00135,1.0,2026-02-18T17:16:51Z
user_00020,deal_00264,1.0,2026-01-14T21:16:51Z
user_00020,deal_00183,1.0,2026-01-03T12:16:51Z
user_00020,deal_00192,1.0,2026-02-06T16:16:51Z
user_00020,deal_00065,1.0,2026-03-12T17:16:51Z
user_00020,deal_00046,1.0,2025-12-10T23:16:51Z
user_00020,deal_00261,1.0,2026-03-14T11:16:51Z
user_00020,deal_00102,1.0,2026-03-22T02:16:51Z
user_00020,deal_00109,1.0,2026-03-08T06:16:51Z
user_00020,deal_00280,1.0,2026-02-09T14:16:51Z
user_00020,deal_00052,1.0,2026-01-22T13:16:51Z
user_00020,deal_00070,1.0,2025-12-05T13:16:51Z
user_00020,deal_00119,1.0,2026-01-24T04:16:51Z
user_00020,deal_00208,1.0,2026-01-09T03:16:51Z
user_00022,deal_00020,1.0,2026-03-11T01:16:51Z
user_00022,deal_00092,1.0,2025-12-11T00:16:51Z
user_00022,deal_00108,1.0,2026-02-15T07:16:51Z
user_00022,deal_00074,1.0,2026-02-05T11:16:51Z
user_00022,deal_00200,1.0,2026-02-28T22:16:51Z
user_00022,deal_00170,1.0,2026-02-03T04:16:51Z
user_00022,deal_00034,1.0,2026-03-06T04:16:51Z
user_00022,deal_00003,1.0,2026-01-21T11:16:51Z
user_00022,deal_00050,1.0,2026-03-14T14:16:51Z
user_00022,deal_00089,1.0,2026-01-08T09:16:51Z
user_00022,deal_00013,1.0,2026-03-23T15:16:51Z
user_00022,deal_00246,1.0,2026-02-17T19:16:51Z
user_00022,deal_00096,1.0,2026-02-09T18:16:51Z
user_00022,deal_00139,1.0,2026-03-04T19:16:51Z
user_00022,deal_00158,1.0,2026-03-27T00:16:51Z
user_00022,deal_00213,1.0,2025-12-19T20:16:51Z
user_00022,deal_00015,1.0,2026-02-08T19:16:51Z
user_00022,deal_00188,1.0,2026-01-05T21:16:51Z
user_00023,deal_00220,1.0,2026-01-05T23:16:51Z
user_00023,deal_00104,1.0,2026-03-08T16:16:51Z
user_00023,deal_00284,1.0,2026-03-15T17:16:51Z
user_00023,deal_00211,1.0,2026-03-01T02:16:51Z
user_00023,deal_00141,1.0,2025-12-07T13:16:51Z
user_00023,deal_00073,1.0,2025-12-07T10:16:51Z
user_00023,deal_00046,1.0,2026-03-23T00:16:51Z
user_00023,deal_00081,1.0,2026-01-22T00:16:51Z
user_00023,deal_00122,1.0,2026-01-23T02:16:51Z
user_00023,deal_00118,1.0,2025-12-15T04:16:51Z
user_00023,deal_00292,1.0,2026-01-26T22:16:51Z
user_00023,deal_00274,1.0,2025-12-07T12:16:51Z
user_00023,deal_00143,1.0,2025-12-23T14:16:51Z
user_00023,deal_00082,1.0,2026-01-13T18:16:51Z
user_00023,deal_00238,1.0,2026-01-26T23:16:51Z
user_00025,deal_00180,1.0,2026-01-19T17:16:51Z
user_00025,deal_00229,1.0,2026-02-02T11:16:51Z
user_00025,deal_00233,1.0,2026-03-12T04:16:51Z
user_00025,deal_00228,1.0,2026-02-11T08:16:51Z
user_00025,deal_00156,1.0,2026-01-13T17:16:51Z
user_00025,deal_00080,1.0,2026-01-05T14:16:51Z
user_00026,deal_00222,1.0,2026-02-23T13:16:51Z
user_00026,deal_00007,1.0,2026-02-06T02:16:51Z
user_00026,deal_00112,1.0,2026-02-27T13:16:51Z
user_00026,deal_00060,1.0,2026-02-08T17:16:51Z
user_00026,deal_00086,1.0,2026-01-11T10:16:51Z
user_00026,deal_00080,1.0,2026-03-09T22:16:51Z
user_00026,deal_00255,1.0,2026-03-06T23:16:51Z
user_00026,deal_00072,1.0,2025-12-29T21:16:51Z
user_00026,deal_00258,1.0,2025-12-26T20:16:51Z
user_00026,deal_00259,1.0,2025-12-13T01:16:51Z
user_00026,deal_00218,1.0,2025-12-19T11:16:51Z
user_00026,deal_00291,1.0,2026-01-28T07:16:51Z
user_00026,deal_00044,1.0,2026-03-26T03:16:51Z
user_00028,deal_00223,1.0,2026-03-18T15:16:51Z
user_00028,deal_00148,1.0,2026-03-31T05:16:51Z
user_00028,deal_00001,1.0,2026-02-14T21:16:51Z
user_00028,deal_00257,1.0,2026-01-16T22:16:51Z
user_00028,deal_00101,1.0,2026-03-11T21:16:51Z
user_00028,deal_00158,1.0,2026-01-17T19:16:51Z
user_00028,deal_00215,1.0,2026-02-18T01:16:51Z
user_00028,deal_00014,1.0,2026-03-14T04:16:51Z
user_00028,deal_00072,1.0,2025-12-28T14:16:51Z
user_00030,deal_00279,1.0,2025-12-08T08:16:51Z
user_00030,deal_00217,1.0,2026-01-11T07:16:51Z
user_00030,deal_00235,1.0,2026-01-17T12:16:51Z
user_00030,deal_00107,1.0,2026-03-06T04:16:51Z
user_00030,deal_00157,1.0,2026-01-16T03:16:51Z
user_00030,deal_00009,1.0,2026-01-01T14:16:51Z
user_00030,deal_00265,1.0,2026-01-11T04:16:51Z
user_00030,deal_00251,1.0,2026-02-08T00:16:51Z
user_00030,deal_00004,1.0,2025-12-15T01:16:51Z
user_00031,deal_00194,1.0,2026-03-26T02:16:51Z
user_00031,deal_00241,1.0,2026-02-26T16:16:51Z
user_00031,deal_00129,1.0,2026-02-21T04:16:51Z
user_00031,deal_00027,1.0,2026-02-28T16:16:51Z
user_00031,deal_00161,1.0,2026-01-01T16:16:51Z
user_00031,deal_00189,1.0,2026-02-24T06:16:51Z
user_00031,deal_00247,1.0,2026-03-14T20:16:51Z
user_00031,deal_00116,1.0,2025-12-27T05:16:51Z
user_00031,deal_00181,1.0,2025-12-09T11:16:51Z
user_00031,deal_00175,1.0,2025-12-20T17:16:51Z
user_00031,deal_00085,1.0,2026-02-10T15:16:51Z
user_00031,deal_00024,1.0,2026-02-21T15:16:51Z
user_00032,deal_00057,1.0,2026-01-08T01:16:51Z
user_00032,deal_00100,1.0,2026-01-29T03:16:51Z
user_00032,deal_00087,1.0,2025-12-16T07:16:51Z
user_00032,deal_00002,1.0,2025-12-16T15:16:51Z
user_00032,deal_00224,1.0,2025-12-11T19:16:51Z
user_00032,deal_00167,1.0,2026-03-11T03:16:51Z
user_00032,deal_00038,1.0,2026-03-21T21:16:51Z
user_00032,deal_00229,1.0,2026-03-17T13:16:51Z
user_00032,deal_00048,1.0,2026-02-28T13:16:51Z
user_00032,deal_00147,1.0,2025-12-20T19:16:51Z
user_00032,deal_00255,1.0,2025-12-27T07:16:51Z
user_00032,deal_00267,1.0,2026-01-06T02:16:51Z
user_00033,deal_00260,1.0,2026-03-18T15:16:51Z
user_00033,deal_00265,1.0,2026-02-13T20:16:51Z
user_00033,deal_00254,1.0,2026-02-23T23:16:51Z
user_00033,deal_00090,1.0,2026-03-28T08:16:51Z
user_00033,deal_00004,1.0,2026-03-17T06:16:51Z
user_00033,deal_00051,1.0,2026-02-18T23:16:51Z
user_00033,deal_00030,1.0,2026-01-20T22:16:51Z
user_00033,deal_00125,1.0,2026-03-16T02:16:51Z
user_00033,deal_00106,1.0,2025-12-13T14:16:51Z
user_00033,deal_00123,1.0,2026-03-11T10:16:51Z
user_00033,deal_00009,1.0,2026-01-31T02:16:51Z
user_00033,deal_00100,1.0,2026-01-13T07:16:51Z
user_00035,deal_00202,1.0,2026-02-01T00:16:51Z
user_00035,deal_00068,1.0,2026-04-03T11:16:51Z
user_00035,deal_00265,1.0,2026-01-25T06:16:51Z
user_00035,deal_00262,1.0,2025-12-31T01:16:51Z
user_00035,deal_00063,1.0,2026-04-02T02:16:51Z
user_00035,deal_00160,1.0,2025-12-27T20:16:51Z
user_00035,deal_00159,1.0,2026-03-10T12:16:51Z
user_00035,deal_00166,1.0,2026-01-07T12:16:51Z
user_00036,deal_00190,1.0,2026-01-31T01:16:51Z
user_00036,deal_00071,1.0,2025-12-28T06:16:51Z
user_00036,deal_00284,1.0,2026-03-13T00:16:51Z
user_00036,deal_00191,1.0,2026-04-01T05:16:51Z
user_00036,deal_00040,1.0,2026-03-05T13:16:51Z
user_00036,deal_00029,1.0,2026-03-18T06:16:51Z
user_00036,deal_00246,1.0,2025-12-31T12:16:51Z
user_00036,deal_00266,1.0,2026-01-17T20:16:51Z
user_00036,deal_00293,1.0,2026-03-13T09:16:51Z
user_00036,deal_00295,1.0,2026-02-15T14:16:51Z
user_00036,deal_00249,1.0,2026-01-10T11:16:51Z
user_00036,deal_00078,1.0,2026-02-13T16:16:51Z
user_00036,deal_00106,1.0,2026-03-01T19:16:51Z
user_00036,deal_00289,1.0,2026-01-14T11:16:51Z
user_00037,deal_00028,1.0,2026-03-18T19:16:51Z
user_00037,deal_00048,1.0,2026-03-01T21:16:51Z
user_00037,deal_00256,1.0,2026-01-04T08:16:51Z
user_00038,deal_00215,1.0,2025-12-31T17:16:51Z
user_00038,deal_00057,1.0,2026-03-19T03:16:51Z
user_00038,deal_00167,1.0,2026-03-20T09:16:51Z
user_00038,deal_00032,1.0,2026-01-30T06:16:51Z
user_00038,deal_00257,1.0,2026-01-16T06:16:51Z
user_00038,deal_00028,1.0,2025-12-25T04:16:51Z
user_00039,deal_00124,1.0,2025-12-24T20:16:51Z
user_00039,deal_00041,1.0,2026-03-24T13:16:51Z
user_00039,deal_00241,1.0,2026-01-01T09:16:51Z
user_00039,deal_00131,1.0,2025-12-09T04:16:51Z
user_00039,deal_00297,1.0,2026-01-11T05:16:51Z
user_00039,deal_00179,1.0,2026-02-04T03:16:51Z
user_00039,deal_00009,1.0,2026-02-28T22:16:51Z
user_00039,deal_00076,1.0,2026-03-28T09:16:51Z
user_00039,deal_00106,1.0,2025-12-20T07:16:51Z
user_00039,deal_00049,1.0,2025-12-13T11:16:51Z
user_00039,deal_00016,1.0,2025-12-15T03:16:51Z
user_00039,deal_00272,1.0,2026-02-15T15:16:51Z
user_00040,deal_00261,1.0,2025-12-09T22:16:51Z
user_00040,deal_00270,1.0,2026-01-14T04:16:51Z
user_00040,deal_00023,1.0,2025-12-11T13:16:51Z
user_00040,deal_00061,1.0,2026-03-23T01:16:51Z
user_00040,deal_00178,1.0,2025-12-20T02:16:51Z
user_00040,deal_00104,1.0,2026-03-11T09:16:51Z
user_00041,deal_00242,1.0,2025-12-07T18:16:51Z
user_00041,deal_00192,1.0,2026-01-31T18:16:51Z
user_00041,deal_00132,1.0,2026-01-06T22:16:51Z
user_00041,deal_00119,1.0,2026-03-10T17:16:51Z
user_00041,deal_00270,1.0,2026-02-14T01:16:51Z
user_00041,deal_00061,1.0,2026-01-15T12:16:51Z
user_00041,deal_00059,1.0,2025-12-13T15:16:51Z
user_00041,deal_00203,1.0,2025-12-11T13:16:51Z
user_00041,deal_00299,1.0,2025-12-10T08:16:51Z
user_00041,deal_00240,1.0,2026-01-31T21:16:51Z
user_00041,deal_00052,1.0,2026-03-19T23:16:51Z
user_00043,deal_00112,1.0,2026-03-13T20:16:51Z
user_00043,deal_00007,1.0,2025-12-15T21:16:51Z
user_00043,deal_00001,1.0,2025-12-14T21:16:51Z
user_00043,deal_00278,1.0,2025-12-13T07:16:51Z
user_00043,deal_00051,1.0,2026-03-24T21:16:51Z
user_00043,deal_00174,1.0,2026-02-21T05:16:51Z
user_00043,deal_00272,1.0,2026-02-20T04:16:51Z
user_00043,deal_00079,1.0,2026-03-27T20:16:51Z
user_00043,deal_00043,1.0,2026-03-05T19:16:51Z
user_00043,deal_00048,1.0,2026-01-11T00:16:51Z
user_00043,deal_00136,1.0,2026-02-11T05:16:51Z
user_00043,deal_00176,1.0,2026-03-23T22:16:51Z
user_00043,deal_00062,1.0,2026-02-05T18:16:51Z
user_00043,deal_00194,1.0,2026-02-05T10:16:51Z
user_00043,deal_00215,1.0,2025-12-14T21:16:51Z
user_00043,deal_00286,1.0,2026-02-05T02:16:51Z
user_00043,deal_00291,1.0,2026-03-18T21:16:51Z
user_00043,deal_00024,1.0,2025-12-28T16:16:51Z
user_00043,deal_00036,1.0,2026-04-01T09:16:51Z
user_00045,deal_00219,1.0,2026-02-15T14:16:51Z
user_00045,deal_00006,1.0,2026-02-05T09:16:51Z
user_00045,deal_00053,1.0,2026-03-21T15:16:51Z
user_00045,deal_00255,1.0,2026-03-06T12:16:51Z
user_00045,deal_00167,1.0,2026-02-19T01:16:51Z
user_00045,deal_00170,1.0,2025-12-17T16:16:51Z
user_00045,deal_00158,1.0,2025-12-22T03:16:51Z
user_00045,deal_00197,1.0,2026-01-22T20:16:51Z
user_00045,deal_00150,1.0,2026-02-14T14:16:51Z
user_00045,deal_00108,1.0,2026-03-21T11:16:51Z
user_00045,deal_00013,1.0,2025-12-10T07:16:51Z
user_00045,deal_00089,1.0,2026-01-30T08:16:51Z
user_00046,deal_00119,1.0,2025-12-16T15:16:51Z
user_00046,deal_00258,1.0,2026-01-18T09:16:51Z
user_00046,deal_00242,1.0,2025-12-25T22:16:51Z
user_00046,deal_00299,1.0,2026-02-03T15:16:51Z
user_00046,deal_00163,1.0,2026-01-17T20:16:51Z
user_00046,deal_00110,1.0,2026-03-16T21:16:51Z
user_00046,deal_00073,1.0,2026-04-02T20:16:51Z
user_00046,deal_00264,1.0,2025-12-30T11:16:51Z
user_00046,deal_00257,1.0,2026-01-22T23:16:51Z
user_00047,deal_00187,1.0,2025-12-06T14:16:51Z
user_00047,deal_00094,1.0,2025-12-27T05:16:51Z
user_00047,deal_00270,1.0,2026-02-27T00:16:51Z
user_00047,deal_00118,1.0,2026-02-19T03:16:51Z
user_00047,deal_00265,1.0,2026-02-05T08:16:51Z
user_00047,deal_00063,1.0,2026-03-16T23:16:51Z
user_00047,deal_00261,1.0,2026-01-15T14:16:51Z
user_00047,deal_00296,1.0,2025-12-10T13:16:51Z
user_00048,deal_00013,1.0,2026-02-25T23:16:51Z
user_00048,deal_00114,1.0,2025-12-21T12:16:51Z
user_00048,deal_00010,1.0,2026-01-27T09:16:51Z
user_00048,deal_00149,1.0,2026-03-31T00:16:51Z
user_00048,deal_00174,1.0,2026-03-16T11:16:51Z
user_00048,deal_00050,1.0,2026-01-08T11:16:51Z
user_00048,deal_00276,1.0,2026-03-09T04:16:51Z
user_00048,deal_00017,1.0,2025-12-28T07:16:51Z
user_00048,deal_00246,1.0,2026-02-25T15:16:51Z
user_00048,deal_00234,1.0,2026-03-02T08:16:51Z
user_00048,deal_00054,1.0,2025-12-17T11:16:51Z
user_00048,deal_00161,1.0,2026-01-05T03:16:51Z
user_00048,deal_00045,1.0,2026-03-07T19:16:51Z
user_00048,deal_00175,1.0,2026-03-30T01:16:51Z
user_00048,deal_00212,1.0,2025-12-19T22:16:51Z
user_00048,deal_00281,1.0,2026-03-20T17:16:51Z
user_00048,deal_00034,1.0,2025-12-12T15:16:51Z
user_00048,deal_00194,1.0,2025-12-29T19:16:51Z
user_00048,deal_00103,1.0,2025-12-14T05:16:51Z
user_00048,deal_00170,1.0,2025-12-28T16:16:51Z
user_00049,deal_00172,1.0,2026-02-06T05:16:51Z
user_00049,deal_00056,1.0,2025-12-07T16:16:51Z
user_00049,deal_00270,1.0,2026-01-02T14:16:51Z
user_00049,deal_00292,1.0,2026-01-11T01:16:51Z
user_00049,deal_00217,1.0,2025-12-27T18:16:51Z
user_00049,deal_00160,1.0,2026-01-23T13:16:51Z
user_00049,deal_00293,1.0,2026-01-16T06:16:51Z
user_00049,deal_00061,1.0,2025-12-24T13:16:51Z
user_00049,deal_00191,1.0,2026-03-10T03:16:51Z
user_00049,deal_00134,1.0,2026-02-05T07:16:51Z
user_00049,deal_00262,1.0,2026-01-06T10:16:51Z
user_00049,deal_00249,1.0,2026-03-11T07:16:51Z
user_00050,deal_00168,1.0,2026-03-24T14:16:51Z
user_00050,deal_00158,1.0,2026-02-21T20:16:51Z
user_00050,deal_00089,1.0,2026-03-06T07:16:51Z
user_00050,deal_00224,1.0,2026-01-27T10:16:51Z
user_00050,deal_00003,1.0,2025-12-23T20:16:51Z
user_00050,deal_00007,1.0,2026-03-13T23:16:51Z
user_00050,deal_00259,1.0,2026-01-23T19:16:51Z
user_00050,deal_00015,1.0,2026-02-11T10:16:51Z
user_00050,deal_00258,1.0,2026-02-18T05:16:51Z
user_00050,deal_00060,1.0,2025-12-11T06:16:51Z
user_00050,deal_00150,1.0,2026-01-09T02:16:51Z
user_00050,deal_00079,1.0,2026-02-20T01:16:51Z
user_00050,deal_00222,1.0,2026-02-25T06:16:51Z
user_00050,deal_00200,1.0,2025-12-27T17:16:51Z
user_00050,deal_00167,1.0,2026-01-25T21:16:51Z
user_00050,deal_00033,1.0,2026-01-21T16:16:51Z
user_00051,deal_00051,1.0,2026-02-24T16:16:51Z
user_00051,deal_00215,1.0,2026-03-10T02:16:51Z
user_00051,deal_00267,1.0,2026-01-28T10:16:51Z
user_00051,deal_00057,1.0,2026-03-22T07:16:51Z
user_00051,deal_00007,1.0,2025-12-25T19:16:51Z
